name,sku,size,description,available,sortOrder,collections,imageUrl
"4"" Hybrid Lily",3110630000,"4""","An elegant flowering bulb plant with large, showy, often fragrant trumpet-shaped blooms. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_d18f626e3e3f453f8b8afd86c00c842f~mv2.jpg
"4"" Lisianthus",3110670000,"4""","An elegant flowering plant with rose-like blooms in soft, romantic colours. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_23a2e63bed72459799a8556816004e3b~mv2.jpg
"4"" Mini Iris",3110680000,"4""","A compact spring bulb with grass-like foliage and delicate, jewel-toned blooms. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_7f891f8e4d174a8cbd65d8a9823dafff~mv2.jpg
"4"" Grape Hyacinth",3110690000,"4""","A petite spring bulb with clusters of small, grape-like blue flowers. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_6fee44732df34b2caa3f8615050aa381~mv2.jpg
"4"" Daffodil - Dwarf",3110700000,"4""","A cheerful spring bulb with bright, trumpet-shaped blooms and strappy foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_cdeb7e2fa1a446e5b22c12a608e06588~mv2.jpg;23f81e_ff2b046a11224c7d9264c2c5b4e2de5e~mv2.jpg
"4"" Geranium - Zonal - Tango",3110740000,"4""","A reliable, sun-loving bloomer with rounded leaves and clusters of bright, long-lasting flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_8675027beb5b46efb32d50e692fcf4a3~mv2.jpg
"4"" Ranunculus - Assorted",3110750000,"4""","A romantic flowering bulb plant with layers of delicate, paper-thin petals in rich colours. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_209d464c3e034e089824579860ff3f67~mv2.jpg
"4"" Primula Acaulis",3110770000,"4""","A cheerful, compact flowering plant with clusters of bright blooms above crinkled, rosette foliage. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_934c824f4da84a40b8dce125125e5d01~mv2.jpg;23f81e_56630c3e11af4c7395ae71d2dadfa3f9~mv2.jpg;23f81e_442ed13a8c72473f87691d9f5292d9b4~mv2.jpg;23f81e_3dc49b9cbdf1405d909892fb6096553b~mv2.jpg;23f81e_192208c879e546cf8d443a2cffeafadb~mv2.jpg;23f81e_01a7b468fd3c40cc8a767703f551e2d1~mv2.jpg
"4"" Primula Obconica",3110794000,"4""","A cheerful, compact flowering plant with clusters of bright blooms above crinkled, rosette foliage. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_2f0922737eff48d2b600a90e6bd8d950~mv2.jpg;23f81e_919e5c1ff3944836a8aab841ac27f424~mv2.jpg;23f81e_f67b311c0c784f5795497a1125211dd0~mv2.jpg;23f81e_b36c421a42564d90ba925986d85912ff~mv2.jpg
"4"" Rieger Begonia",3110800000,"4""","A versatile, ornamental plant grown for its striking foliage and/or clusters of cheerful flowers. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Let the soil surface dry slightly between waterings and avoid wetting the leaves. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_5eb5145f72e048f8b23d7aded2785eaa~mv2.jpg
"4"" Nonstop Begonia",3110805000,"4""","A versatile, ornamental plant grown for its striking foliage and/or clusters of cheerful flowers. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Let the soil surface dry slightly between waterings and avoid wetting the leaves. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_60b8956e41c54880a8fb3302f8b3ab9b~mv2.jpg
"4"" Azalea",3110820000,"4""","A classic flowering shrub that puts on a spectacular springtime display of ruffled blooms. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Prefers acidic, well-drained soil and cool room temperatures. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_361bb736b7144dfda528c0df179e7724~mv2_d_6000_4000_s_4_2.jpg;23f81e_8a61f7845b8948d9be7b9ff7216fc165~mv2_d_6000_4000_s_4_2.jpg;23f81e_9f6511a620f8482cb0b63ca0cd4c0fb0~mv2_d_6000_4000_s_4_2.jpg
"4"" Roses",3110860000,"4""","A timeless flowering favourite with lush, layered blooms and a classic fragrance. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_5299edb414b440758118eab0be4dfff7~mv2.jpg;23f81e_3badb68ad5624e259aa78126a05d4df3~mv2.jpg;23f81e_c172707b1c1c4f8ca9f7a621098e595a~mv2.jpg
"4"" African Violet",3110880000,"4""","A beloved, compact flowering plant with fuzzy leaves and clusters of velvety blooms in purple, pink, or white. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Water from below or at the soil line to avoid spotting the leaves. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_3c479db436e8459db0752784b7c9c69e~mv2.jpg;23f81e_803050d2ff5944da82a8e4795675aa16~mv2.jpg;23f81e_be983e50755e49248be30fdd7a8f9be1~mv2.jpg;23f81e_04aab64472a34998940309a60ded412f~mv2_d_6000_4000_s_4_2.jpg
"4"" Cineraria",3110890000,"4""","A vivid, compact flowering plant with masses of daisy-like blooms in bold, saturated colours. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,23f81e_8c7006983d2c4b54a2846c1356b818ea~mv2.jpg
"4"" Spring Bulbs",3110930000,"4""","A ready-to-bloom pot of classic spring bulbs for cheerful seasonal colour. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_9d1cb0072769499f8b268a32a422f793~mv2.jpg
"4"" Tulip",3110980000,"4""","A classic spring bulb with smooth, cup-shaped blooms in a huge range of colours. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_381b89a9f9c048a2b92694b0c874bee4~mv2.jpg;23f81e_ab494eee118e457387b952a794a3b39c~mv2.jpg
"6"" Big Beauties",3115000000,"6""","A full, generously blooming flowering plant selection bred for bold colour impact. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,23f81e_f48848034c2d4562afd036b4f5812337~mv2.jpg
"6"" Anthurium",3115080300,"6""","A striking tropical with glossy, heart-shaped foliage and long-lasting, waxy blooms in vivid red, pink, or white. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_39bf4afdd05d48f2aeda43fa4680268d~mv2.jpg
"6"" Bougainvillea",3115120000,"6""","A vigorous, sun-loving flowering vine covered in vivid papery bracts through the warm season. Needs full sun (6+ hours of direct light daily) to perform its best. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,db81aa_53578ab638294ae9a8e90e3f1ab7f163~mv2.jpg
"6"" Bouganvillea Ring",3115120100,"6""","A vividly colourful flowering vine trained into a decorative ring form, covered in papery bracts. Needs full sun (6+ hours of direct light daily) to perform its best. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,23f81e_11ff4e6432a648368a45297d58d82309~mv2.jpg;23f81e_a8525116bd47435daf694f048c98b873~mv2.jpg
"6"" Star of Bethlehem",3115181100,"6""","A dainty bulb plant with clusters of small, star-shaped white flowers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_df78788294204bb7be142bb1fbf304fd~mv2.jpg
"6"" Pot Mum",3115240000,"6""","A reliable, long-blooming favourite covered in dense, colourful daisy-like flowers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_639f1b2db5a343588bf80803b38657b5~mv2.jpg;23f81e_8a78ce0fd02f4f7fa0e7a79d3ebd3dbe~mv2_d_6000_4000_s_4_2.jpg;23f81e_868a06b9111b410483b575d0e26a4e82~mv2_d_6000_4000_s_4_2.jpg;23f81e_eec6ef7ea74345588e1c6da3cf9de6ee~mv2_d_6000_4000_s_4_2.jpg;23f81e_48105c99f4a64128b13878ab92d6f0a4~mv2_d_6000_4000_s_4_2.jpg;23f81e_2b1da7614d0546fdb24f0706a7e7d7c2~mv2_d_6000_4000_s_4_2.jpg
"6"" Disbud Mum - Yellow",3115240000,"6""","A reliable, long-blooming favourite covered in dense, colourful daisy-like flowers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Indoor Flowering,23f81e_67130c43734640498d441b5346bd0185~mv2.jpeg
"6"" Easter Egg Mum with Pick",3115240000,"6""","A festive, compact mum decorated for the Easter season with a full flush of colourful blooms. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Easter,23f81e_d8739bad2afc4351ab07b35618f8eeb0~mv2.jpg
"6"" Garden Mum",3115270000,"6""","A reliable, long-blooming fall favourite covered in dense, colourful daisy-like flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_bac1dc4314d549e59e5e7c8a6d286fb2~mv2.jpg;23f81e_9b32e5817e3f4e008a7c4fcbdbcf928e~mv2.jpg;23f81e_7bc4c0ec9d7447c4839fb31866618798~mv2.jpg;23f81e_063db709072e47a68635341f2409925a~mv2.jpg
"6"" Curcuma - Siam Tulip",3115297500,"6""","Also called Siam Tulip, a tropical bulb plant with showy, tulip-like pink or purple bracts. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_03b41df4b3694022a1edcd120336324c~mv2.jpg;23f81e_9af29772c13d415ebb8cdcd83ff36d07~mv2.jpg
"6"" Cyclamen",3115300000,"6""","A cool-season flowering favourite with heart-shaped, marbled leaves and elegant, upswept blooms. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Prefers cooler indoor temperatures and dislikes hot, dry rooms. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_c9404c737d734edd8a6893d469688ed9~mv2.jpg;23f81e_327fe9a983114aecaf4849b9716763ae~mv2.jpg;23f81e_b7c4efecb0464212b5c307c040334a54~mv2.jpg;23f81e_763c8d07fe14411b85f45cdc54713a59~mv2.jpg
